situation.STAND,"(764.975891947982, -1134.123399255297)","(776.9092830374918, -1109.5414439894394)","(770.7745909019854, -1022.8524294930705)","(782.6596505077434, -1001.7586705225451)","(789.4824305720211, -974.9296086477699)","(802.8417244984876, -956.7895094556037)","(817.4495501221718, -940.3681369575742)","(835.0749967358545, -927.4447421957884)","(854.3734455682951, -916.2033497034157)","(877.1798572970988, -908.3463328776317)"
situation.STAND,"(770.1727758788334, -1022.0537939830233)","(762.0349910843338, -975.3603102767199)","(766.5122362987021, -946.5637810545904)","(774.5590696722797, -923.0835539583686)","(783.6625101291606, -901.5005935761014)","(801.2839011147322, -889.91592850918)","(819.7620287951233, -879.0871493462428)","(977.726261178601, -849.9244720572024)","(980.3453760815119, -822.607443496349)","(984.8382196563459, -797.506265557907)","(980.8763855519672, -766.344621411613)","(985.915537153383, -742.9406460812036)"
situation.STAND,"(681.7392888595133, -477.35898915315846)","(689.9665197589336, -465.38829391352886)","(690.225877419084, -448.2379258173672)","(691.7952344396044, -432.281639798237)"
situation.STAND,"(614.7027862109128, 573.21962163253)","(610.8993254375995, 589.9386211123034)","(622.9610742253484, 622.9610742253484)","(623.45588748695, 645.6074708039395)","(541.1693676972119, 772.8699537866638)","(518.51161974325, 768.7250891516625)","(495.7576816224284, 763.3998844723222)","(467.65375068580335, 748.402444858046)","(448.46940372792966, 746.3784270863644)","(424.2500000000001, 734.8225551110961)","(411.84577239926335, 742.9894412149167)"
situation.STAND,"(1049.1570987939228, 1013.1592333144475)","(1062.7466855494565, 1180.2997690644713)","(1023.4520852251914, 1177.3469451475244)","(990.5357065269571, 1180.4744868463451)","(957.5109749823278, 1182.4275803567812)"
situation.STAND,"(847.2084236928364, 1355.8168937300861)","(826.3785911931819, 1375.3249339765393)","(803.5000000000002, 1391.7028238815928)","(784.3007631535119, 1414.9160312247575)","(652.6250447822391, 1338.079636427885)","(626.4259184651518, 1343.3747173350744)","(600.546653501419, 1348.8498682093002)","(576.0353661753118, 1357.0542802022603)","(552.5447252884701, 1367.5961854860116)","(531.0117092387488, 1383.3327969622287)"
situation.STAND,"(27.225754042162414, 1559.7624044439704)","(9.555306650347223e-14, 1560.5)","(-25.956091473849852, 1487.023484621343)","(-51.58145612629641, 1477.0996423342235)","(-76.89460370994524, 1467.2364439381577)","(-102.22811227201566, 1461.9301156557724)","(-127.508851639824, 1457.4328433082237)","(-152.24570674933742, 1448.52114060389)"
situation.STAND,"(417.481959400554, 1284.8773535147525)","(401.42635058431756, 1313.0064299372477)","(382.1711938402693, 1332.7893414184791)","(366.7465869102719, 1368.7168958516097)","(346.1297521292245, 1388.250610369382)","(326.46021761653395, 1414.0545565195725)"
situation.STAND,"(681.1220181668672, 972.7430525931777)","(669.9130983579547, 993.18701192094)","(657.3793152631376, 1012.2753755101269)","(651.4032555586671, 1042.4631222002868)","(639.5485295195598, 1064.387495646848)","(634.0000000000001, 1098.120211998668)","(623.2227668266663, 1124.3236335276931)","(6.992733223131387e-14, 1142.0)"
situation.STAND,"(699.3914359699478, 895.1802160972362)","(685.3168576143951, 909.4461870663547)","(681.3900537200495, 937.8529507291578)","(673.5221303852159, 961.8892880063486)","(673.8274486822498, 998.9902749288253)","(662.4172263370267, 1020.033078263622)","(651.4032555586671, 1042.4631222002868)","(439.3591061425383, 1144.5696028855693)","(408.79957631000565, 1123.167604994357)","(380.9961327534877, 1106.4931130951004)","(358.0734422319704, 1102.0367382570091)"
situation.STAND,"(599.8019672545713, 689.9932337186693)","(587.9899659607619, 700.7391543430851)","(575.9854879083638, 711.2828412234926)","(566.2546419307743, 724.7728906297825)","(555.3248126135527, 736.9409168961395)","(668.8167349984533, 1029.8874574369806)","(658.0272463615822, 1053.063723402242)"
situation.STAND,"(744.6884264430242, 316.1014829478225)","(739.2866615972747, 329.1516284090913)","(735.6953461270006, 343.06037396801275)","(730.7195596412228, 356.3957423395199)","(726.8385721066611, 370.34275016253525)","(723.1340785514612, 384.4972099216446)","(725.2783921453439, 402.028377589275)","(721.1826550014913, 416.37499999999994)","(717.449030687668, 431.08686869971535)","(718.9327735166102, 449.23905625369946)","(717.4826708773103, 465.9386944553557)","(715.6666845081397, 482.72327392112226)","(581.4013929614748, 692.8871988011156)","(567.9616529224784, 701.3742302149162)","(555.6344814814066, 711.1797051300666)","(547.501217312576, 726.5586552655246)","(545.0238751881957, 750.16100803417)"
situation.STAND,"(629.9302468836546, 145.43085663330874)","(623.9001519954658, 155.55577887058635)","(617.9510473684314, 165.57948410433764)","(614.2462237045858, 176.13227036706246)","(611.3178152493704, 186.89861224400948)","(612.0048682359313, 198.85243588027865)","(613.8779352078565, 211.37512428130898)","(615.0288203043771, 223.85218380665017)","(622.4647493670093, 238.94183035932895)","(625.3855099052981, 252.67214725903264)","(630.7759508282847, 267.74850579727485)","(632.1734566886798, 281.46175700845373)","(648.6897985714822, 302.48902084090565)","(721.715284592578, 367.73230478903287)","(715.6290240121604, 380.5067016379645)","(723.0918428774954, 400.81635353865914)","(717.7185533863536, 414.37499999999994)","(714.2346533100351, 429.1554759188026)","(717.8727133964146, 448.57665717340797)","(713.7086533215559, 463.48781879778807)","(709.6561621071157, 478.66912537095936)"
situation.STAND,"(900.1022206647991, 755.2754413816837)","(882.2554992804205, 766.933004889903)","(866.3210803002723, 780.039004362839)","(851.8442239609288, 794.3575898827951)","(836.9518576940206, 808.2350140290433)","(822.0116331293616, 822.0116331293616)","(808.408678621658, 837.1316926441053)","(794.3575898827951, 851.8442239609288)","(782.5482441366847, 869.1078733958126)"
situation.FALL,"(760.0698207586439, 338.4048870390658)","(742.4926545297755, 346.230010931068)","(734.5394343379943, 358.2588197133735)","(710.3549514091764, 361.9439259173536)","(679.4281727049444, 361.258367563743)","(664.7109774259408, 368.45531138721617)","(650.1685718911674, 375.37499999999994)","(629.803674190877, 378.4242255401623)","(618.2270620980345, 386.31114362600636)","(610.132838180296, 396.2248979734322)","(611.0006909730657, 412.1251698579405)","(683.2148517496431, 496.3846455609936)","(672.8504172148442, 507.02915700560067)","(659.5650007688263, 515.308654847576)","(645.6140074803786, 522.8079148646524)","(629.8800433545797, 528.5321120647569)","(610.937405190334, 531.0797839678156)","(601.0183776048426, 541.1593778927266)","(589.6539219304561, 549.8611778003894)","(571.1558014688891, 551.5587461444438)","(555.2555999267365, 555.2555999267365)","(533.8449576977393, 552.8126365602534)","(517.6367552874364, 555.0974595289504)","(503.68806393663056, 559.4022673781085)","(486.63178475370876, 559.8058311302411)","(472.44889311960645, 563.0426656924488)","(459.08922527085645, 566.9279788828603)","(442.19885465265406, 565.9887237780281)","(427.13821268216634, 566.8315532560661)","(412.1844081700968, 567.3231673054319)","(394.7639823186074, 563.7813944818986)","(382.20834952225545, 566.647180841371)","(371.0353426039872, 571.3443244128201)","(359.68270059828785, 575.6126452661742)","(348.55201719537916, 580.0879707501546)","(329.37500000000006, 570.494234742999)","(316.45947961579657, 570.9080138352406)","(304.1002047945608, 571.9293032743699)","(291.2349055829193, 571.5806852668379)","(281.2150906651932, 576.5763807009157)","(252.78682367160982, 567.7685019248764)","(240.7880579315149, 567.2611159400664)","(231.78782967609553, 573.6950100131997)","(220.30669698297342, 573.9185671891548)","(209.14531764364648, 574.6220376105829)","(198.0268299485656, 575.1116736082844)","(187.49606133699936, 577.0535412620844)","(176.95797428343644, 578.8034535466272)","(167.17405630301, 583.0052185865904)","(156.9090460934032, 585.5925321877477)","(146.72562968119846, 588.4843579863918)","(137.50133196768743, 595.5837020999751)","(127.9176677756265, 601.8053113514738)","(149.2283575044302, 1061.8149367081487)","(131.375152190749, 1069.9647514693452)","(113.93602496174226, 1084.0288659514179)","(95.87131702242395, 1095.8141679009202)","(77.20297731631061, 1104.0540126250605)","(58.18449935309295, 1110.2263852633976)","(39.27065866448934, 1124.5645281032375)","(-22.213529651141858, 636.1122613976545)","(-33.3641721048767, 636.6263284060408)","(-44.818534380600525, 640.9349022919371)","(-57.23953404952454, 654.2508679717539)","(-69.79888134697566, 664.0919956321645)"
situation.FALL,"(873.6799098784622, 234.10182629523)","(859.6082715928417, 246.4887054393515)","(836.2885090896744, 255.6790557800333)","(812.4400290451349, 263.9777674447988)","(766.7891785613012, 279.08843695374566)","(754.7997748229876, 289.7404872073753)","(740.3563078715797, 299.1233648426057)","(726.5084555873385, 308.3845431601593)","(712.7938433256393, 317.3562657598931)","(700.3493424325712, 326.5782617601255)","(689.8244305346107, 336.4498551606169)","(682.0654942661956, 347.529727550623)","(682.9599630763801, 363.1362538148865)","(767.1647341283906, 460.9590770444985)","(703.8542741481971, 457.0883101363615)","(689.3447415795172, 464.9688992359261)","(677.4387406269963, 474.34771286231506)","(657.6763425239457, 495.59467156571174)","(650.6998797907506, 508.38246325016235)","(645.0311480092859, 522.335924571365)","(633.9017766809543, 531.9067470156112)","(592.9450135877424, 552.9301704206706)","(580.3273839232069, 560.4156403677961)","(569.574512245764, 569.574512245764)","(558.8526590342633, 578.7088693724448)","(551.5661737005456, 591.4823061845041)","(544.6723135761106, 604.9198879385989)","(530.4237249388251, 610.1826956101112)","(515.3549660661829, 614.1761322706407)","(501.411021568958, 619.1910447908416)","(490.68219583454965, 628.0445706245574)","(476.4870445806343, 632.3196650799441)","(461.99920830188387, 635.8873575787087)","(450.11410842648337, 642.8295667557863)","(439.2460256762716, 651.2090132419853)","(428.3586010393188, 659.614401689076)","(416.1191022391242, 665.9297675068335)","(404.5624078418475, 673.3049147015092)","(392.8750000000001, 680.4794610236227)","(381.18156391868257, 687.6697447383499)","(369.4741199124961, 694.8797555799755)","(356.609537545414, 699.8856247499629)","(334.6080087331988, 717.5691903862676)","(311.51039218807347, 733.872494414958)","(300.2471846228534, 743.1378594352801)","(288.1278314344215, 750.5986629037502)","(274.98419523383774, 755.5128671118703)","(262.0009722993969, 760.9060737135501)","(248.83593472042642, 765.8382597466724)","(235.3592223018031, 769.8253285502435)","(221.61243407686732, 772.8544035344084)","(208.02580750115104, 776.3628828798387)","(195.11000880113198, 782.5435032415911)","(181.92916520060075, 788.021789895059)","(168.4604474850896, 792.5440934945659)","(154.50758400615726, 794.8726117967459)","(140.2209034660463, 795.232260557358)","(126.43815636876664, 798.2991012860201)","(112.695418502413, 801.8695686634866)","(98.89697217327719, 805.4512020569327)","(85.03390486823609, 809.0435618820903)","(71.55486479582733, 817.8758471333231)","(57.82811673387982, 826.9805976653943)","(43.49117963788644, 829.8611433810509)","(29.263227985047155, 837.9892084555117)","(14.882539589393588, 852.6201220446127)","(5.276696895826158e-14, 861.75)","(-30.641758104795837, 877.4651461227661)","(-172.8233488230124, 980.1299161854)","(-225.1760053982089, 975.3444348500204)"
situation.FALL,"(433.0, 0.0)","(441.9805932491951, 15.434302416681053)","(460.36821552185853, 24.126875827997107)","(572.5959812582834, 60.18226272635149)","(573.4435391107738, 70.41001315232396)","(574.3554798701108, 80.72039855683795)","(570.6369387788409, 90.38001217699339)","(533.5143742038053, 103.7046889871521)","(531.1341471984565, 112.89604811404332)","(527.6213900812049, 121.8109959272029)","(519.4266130869465, 139.1799415038805)","(586.8502653703437, 168.27660572627798)","(585.4975868383684, 179.0045762164956)","(582.9976444889292, 189.42741755184275)","(582.2030629252794, 200.46859110699424)","(576.2664996969584, 209.74385289446633)","(566.4499237771771, 217.43975338661093)","(560.2508441219813, 226.35603407156484)","(558.5163198322682, 237.07611221086685)","(557.7195018908078, 248.31272059777604)","(548.7137652656414, 267.62558511473173)","(541.9547183375747, 276.1397214665793)","(536.1699257635834, 285.0866065017322)","(528.270303112195, 292.8250106287876)","(516.8006597083638, 298.37499999999994)","(504.22866463801756, 302.9711475658394)","(494.20002803515723, 308.8104512319002)","(485.79992648238687, 315.4821610324544)","(479.3909763299529, 323.3532964319594)","(477.5656418204822, 334.39506239265984)","(481.97187439887495, 350.17306405324086)","(485.3707312312422, 365.7530803206573)","(481.2775677653054, 376.0152460551458)","(472.50474456583834, 382.6267977583011)","(465.37199919477916, 390.4934728845726)","(460.938876121058, 400.68805195595235)","(454.2472745730572, 409.0060831368521)","(443.9316968828365, 413.9730045579366)","(435.5602491050533, 420.6156433129228)","(430.98158313320073, 430.98158313320073)","(429.6462021288898, 444.91166650945576)","(426.48957902701886, 508.2704880094419)","(415.35145809289276, 512.9163345616008)","(406.7983198214287, 520.6781054456416)","(387.93826651303226, 533.9512162874653)","(375.8359599190229, 536.7493770203619)","(366.13155354747147, 542.8123506304136)","(354.28769227727514, 545.5552044484983)","(345.50736028004957, 552.9273586939898)","(335.8048248413553, 558.8730800577772)","(323.62500000000006, 560.5349425994779)","(315.9746699955502, 570.0333941281011)","(308.4428167503303, 580.0965685083149)","(298.95274407849155, 586.7277961780402)","(289.7633280275802, 594.1028646037494)","(280.8298349266948, 602.2415244858539)","(272.10681421771034, 611.1619111629)","(263.0597322554035, 619.7298925868555)","(254.17057363269626, 629.0942453235652)","(245.12367748898546, 638.569011724086)","(235.65187875138582, 647.4482157214908)","(226.5954355021811, 658.0809286171244)","(218.01148953152543, 670.9703722462308)","(209.0457688767568, 683.7579005135703)","(199.35471759464465, 695.2325215873891)","(189.39083625376955, 706.8162233870257)","(179.0222027437541, 718.0188374442374)","(168.60081523072677, 730.2903635565339)","(158.84453178476824, 747.3047669606275)","(149.78506137058775, 770.5773390064162)","(127.92428378664884, 807.6821405216739)","(115.51367379685433, 821.9224970555034)","(489.6019557178915, -396.4718463613978)","(491.52170756219283, -384.0188452343793)","(492.75810969917967, -371.31986928481376)","(492.69134957434295, -357.96121864611627)","(466.92983870361485, -303.22778274461626)","(443.65084644645856, -245.9196798699544)","(436.17611087230995, -231.91895201623007)","(412.46577412563437, -183.64159434872377)","(407.783650079431, -173.09388992074832)","(403.32497673655246, -162.95386813592188)","(399.1056323275537, -153.20229843061608)","(395.8455165060639, -144.0759853759379)","(392.3902088737165, -135.11078409972004)","(388.9821151647178, -126.3879506993536)","(386.1080452200755, -118.04507578180512)","(381.7821828407543, -102.2982275767713)","(381.46588036341956, -88.06833777562328)","(381.9666380865511, -81.18951526433523)","(382.58919474872704, -74.36780594800828)","(383.582619798255, -67.63596520126939)","(384.9515307469549, -60.97033274943007)","(388.9277839982517, -54.66023540206587)","(394.2889587395152, -48.412596667694736)","(405.2021934488175, -35.45059836261002)","(409.43810924937526, -21.45774205960719)","(415.74658403994385, -14.518190628240342)","(421.68576543220803, -7.360552414924341)"
situation.FALL,"(1449.9607081684997, 1053.458118421185)","(1398.6104369703216, 1053.9285592950246)","(1215.5210201190384, 1019.9432396701162)","(1168.4791075799067, 1015.7433916345528)","(787.716954241814, 787.716954241814)","(773.1547663208639, 800.6251977769188)","(760.4281714696858, 815.459377305375)","(748.2553005607932, 831.0217010900961)","(736.4262600418444, 847.1615038000616)","(726.6713927506328, 866.0132429460047)","(717.4252457968148, 885.9463960609469)","(710.1655117881469, 908.9704042853539)","(702.6190395300165, 932.4069579802144)","(693.2927050789721, 954.2355448652505)","(684.5634767849734, 977.6579648589117)","(674.5264398115884, 1000.0265718945191)","(661.0556287494891, 1017.9364018437584)","(643.3219867791107, 1029.5303887339012)","(622.1659944913454, 1035.4580992481517)","(601.1250000000001, 1041.1790416998413)","(583.8319851816515, 1053.2607823226174)","(568.6474304244103, 1069.4702718503752)"
situation.FALL,"(1284.0208294229947, 899.0810639802647)","(1248.7177308177313, 907.2465369134322)","(1211.5300687417432, 912.9533901216572)","(1175.121036316024, 918.1051750793879)","(1146.0960066586679, 928.0902467007477)","(1117.2758202890295, 937.5057287278175)","(1089.8006338416828, 947.3492378622925)","(1065.8554659409526, 959.7005721701925)","(1044.9216011883898, 974.4051569392947)","(1003.2077458084144, 1003.2077458084144)","(976.1686750875059, 1010.8522544258896)","(942.5217336063729, 1010.7308156376936)","(909.0139287385089, 1009.5622454110401)","(885.8437038944325, 1019.0466106957979)","(861.4960938823843, 1026.6910648902103)","(838.097430780621, 1034.964134170321)","(814.3662164870145, 1042.3412243332916)","(789.4308566196995, 1047.6101303045364)","(767.6475394939699, 1056.5761946536813)","(748.3738553290274, 1068.788629786062)","(598.6944592402685, 921.9086218140073)","(579.7316750711261, 927.7646171951301)","(562.9366158766892, 936.8838596674087)","(546.8750000000001, 947.2152853892297)","(529.2909029039386, 954.8660652694354)","(511.958739218014, 962.8543500126598)","(495.6441280906502, 972.7563727826505)","(480.01640573403984, 984.1794806975879)","(451.2743054926003, 1013.5786852544657)","(417.96730660380376, 1034.505385732893)","(401.37210349073644, 1045.610077676866)","(384.7726612413774, 1057.1541983841469)","(368.46175880688713, 1070.0906479345267)","(349.961746129628, 1077.0715047042613)","(330.89167681995735, 1082.2979075611654)","(312.7794895133398, 1090.7917094660074)","(295.7654637909056, 1103.8117379918328)","(279.1173870481166, 1119.478694190931)"
situation.FALL,"(820.839760408534, 418.2387478850574)","(796.4187287587522, 423.46334963287353)","(766.8228282344652, 425.056834550976)","(739.1526821300184, 426.74999999999994)","(715.5204042610883, 429.92803303116773)","(696.671510992504, 435.3286755675778)","(681.2101688136706, 442.38305619095576)","(665.9244301548373, 449.17169971287746)","(650.6115111765317, 455.5630845718183)","(638.3144085618335, 463.7625640587613)","(630.9220529373613, 475.43386829011814)","(622.725498037712, 486.52648087610146)","(610.4481527244507, 494.33116716964724)","(599.6212878513801, 503.1420014821386)","(597.352632746324, 519.2707214459865)","(593.5869293500687, 534.468071829138)","(588.0602867768473, 567.8832178502303)","(344.9467506710088, 574.0877996452398)"
situation.FALL,"(714.4577555061555, 204.86746471098462)","(705.5138337117294, 215.69722515919906)","(698.5510112187902, 226.97298236839887)","(696.138051284997, 239.69955371908162)","(702.4202340374666, 255.66005713593736)","(707.4205681782546, 271.5533137679513)","(704.6597294707584, 284.70101099609315)","(692.9100284363245, 294.12285697030086)","(739.2723074595742, 409.7853315132164)","(727.6778455298746, 420.12499999999994)","(722.5920344918807, 434.17709714917567)","(706.9992887779924, 459.1307065176678)","(705.096455458063, 475.59356440187025)","(705.6994861549664, 494.1360999164262)","(703.6425308576105, 511.2262231813785)","(703.597884351665, 530.1990353969545)","(704.087608347606, 550.0935282034757)","(703.7056680992871, 569.8496140956278)","(701.3136876754244, 588.4720566680267)","(694.1441364098946, 603.410291914019)","(668.9812047812659, 797.2607541760764)","(653.2345659097314, 806.6775079923358)","(638.1331191750448, 816.7731461133674)","(622.87854896237, 826.5877528989481)","(607.9168971834904, 836.7258264322894)","(576.947278155943, 855.3595154836643)","(559.3442889604328, 861.3146732799505)","(544.3595641835598, 871.1574067766887)","(530.6179766760833, 883.0966115483512)","(513.3750000000001, 889.1915833356724)","(494.62701505632543, 892.3307562089685)","(479.682569276484, 902.1517030036085)","(468.6316933561472, 919.7414845934427)"
situation.FALL,"(673.8398396617492, 314.21667760421)","(674.5449317475249, 328.9975456652026)","(672.0416708690765, 342.42233442855314)","(665.7424850156309, 353.98155834056166)","(662.5244281580923, 367.2432873366003)","(662.2929275441495, 382.37499999999994)","(664.3046580441371, 399.15450805529196)","(665.7177554827944, 415.98662242306585)","(664.6464250967485, 431.626435249409)","(666.3389489411148, 449.4512961646128)","(666.7897640512393, 466.8912191897515)","(672.8998850713625, 488.8903835942645)","(675.8453003775215, 509.28596334242087)","(677.0982400365758, 529.0071226735719)","(679.4198568037568, 550.1833518753203)","(678.5238654926347, 569.3491252798522)","(682.257460521386, 593.0773622074186)","(680.1633015181851, 612.421787469945)","(673.576759191256, 628.1204896175611)","(667.9070046144376, 644.990296971179)","(648.463588823474, 671.5037036161309)","(637.3274674784049, 683.4500341631148)","(622.2914639137382, 691.1246876939766)","(606.8546018162192, 698.1063617060641)","(590.0790256922431, 703.2287987832218)","(571.1082548777275, 705.2599600222011)","(551.0170204164642, 705.2696244780162)","(530.1990353969546, 703.597884351665)","(505.7892095976731, 696.1591236596423)","(456.1616110062617, 676.2873998117753)","(423.4054921223307, 677.5904288289844)","(402.6310150609348, 670.0905373238763)","(383.50000000000006, 664.2414847026644)","(364.6980368303071, 657.9326746956104)","(345.4137023197192, 649.6286914459555)","(327.4406479371481, 642.6384555708603)","(310.36677192666684, 636.3461847798103)","(293.93100104065644, 630.33706588399)","(278.5129163461542, 625.5502521207709)","(168.8777874259088, 519.7523861553015)","(155.61483983867666, 508.99320636132563)","(143.8137903975193, 501.5382898558179)","(133.42121775034943, 497.9347634520147)","(113.88147126158161, 493.27484529752536)","(103.02024280019981, 484.67213616360067)","(92.9716829972215, 478.29784513487425)","(82.74335665829234, 469.2608943103171)","(72.82024347622749, 459.76892254703665)","(63.25417438634975, 450.0768372430437)","(53.988119128480335, 439.6979451771056)","(45.23469247907703, 430.37935022062027)","(29.524427512201004, 422.2189842724706)","(21.601665939275122, 412.18434046995037)","(14.038322548581059, 402.0049601684313)","(6.8500695266338125, 392.4402203488836)","(2.3451986203671812e-14, 383.0)","(-6.535926210762662, 374.44296183606855)","(654.4999245637299, -127.22189766731115)","(635.2569660977173, -89.27954426588227)","(630.2668062922395, -77.38703306226849)","(624.3111198174336, -65.61774281626943)","(623.3688323309098, -54.537706024347195)","(626.9690055882995, -43.84194374818296)","(636.1122613976545, -22.213529651141773)"
